NAME,Year,Industry,Category,NAICS Code,BEA Line Code,BEA Employment,NAICS Employment
"Sumner County, Tennessee",2025,Retail trade,BEA and NAICS,44-45,700,10661.92857142857,10661.92857142857
"Sumner County, Tennessee",2048,Finance and insurance,BEA and NAICS,52,1000,5873.5,5873.5
"Sumner County, Tennessee",2030,Utilities,BEA and NAICS,22,300,101.14285714285714,179.091828107168
"Sumner County, Tennessee",2045,Finance and insurance,BEA and NAICS,52,1000,5922.25,5922.25
"Sumner County, Tennessee",2039,Management of companies and enterprises,BEA and NAICS,55,1300,1276.8214285714287,1276.8214285714287
"Sumner County, Tennessee",2030,Real estate and rental and leasing,BEA and NAICS,53,1100,6947.714285714286,7021.7641537743575
"Sumner County, Tennessee",2030,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,96.18576661433805,96.18576661433805
"Sumner County, Tennessee",2039,Government,BEA,NA,2000,11224.892857142857,0
"Sumner County, Tennessee",2030,Information,BEA and NAICS,51,900,1472.5714285714287,1472.5714285714287
"Sumner County, Tennessee",2046,Retail trade,BEA and NAICS,44-45,700,12716.42857142857,12716.42857142857
"Sumner County, Tennessee",2023,Construction,BEA and NAICS,23,400,8183.714285714285,8305.792830365426
"Sumner County, Tennessee",2044,Management of companies and enterprises,BEA and NAICS,55,1300,1634.357142857143,1634.357142857143
"Sumner County, Tennessee",2029,Information,BEA and NAICS,51,900,1458.25,1458.25
"Sumner County, Tennessee",2047,Management of companies and enterprises,BEA and NAICS,55,1300,1874.6785714285713,1874.6785714285713
"Sumner County, Tennessee",2039,Health care and social assistance,BEA and NAICS,62,1600,13716.32142857143,13754.24393872995
"Sumner County, Tennessee",2030,Manufacturing,BEA and NAICS,31-33,500,8204.142857142857,8204.142857142857
"Sumner County, Tennessee",2045,Construction,BEA and NAICS,23,400,8270.42857142857,8393.80065510501
"Sumner County, Tennessee",2030,Management of companies and enterprises,BEA and NAICS,55,1300,748.8571428571429,748.8571428571429
"Sumner County, Tennessee",2038,Government,BEA,NA,2000,11096.42857142857,0
"Sumner County, Tennessee",2050,Other services (except government and government enterprises),BEA and NAICS,81,1900,11153.0,11153.0
"Sumner County, Tennessee",2025,Transportation and warehousing,BEA and NAICS,48-49,800,5877.928571428572,6288.712381377769
"Sumner County, Tennessee",2044,Manufacturing,BEA and NAICS,31-33,500,8407.142857142857,8407.142857142857
"Sumner County, Tennessee",2027,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,3653.785714285714,3653.785714285714
"Sumner County, Tennessee",2023,Manufacturing,BEA and NAICS,31-33,500,7914.642857142857,7914.642857142857
"Sumner County, Tennessee",2049,Retail trade,BEA and NAICS,44-45,700,13001.357142857143,13001.357142857143
"Sumner County, Tennessee",2022BL,Real estate and rental and leasing,BEA and NAICS,53,1100,6785.0,6857.315632757188
"Sumner County, Tennessee",2038,Finance and insurance,BEA and NAICS,52,1000,5933.0,5933.0
"Sumner County, Tennessee",2047,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,182.0278649921507,182.0278649921507
"Sumner County, Tennessee",2029,Management of companies and enterprises,BEA and NAICS,55,1300,697.75,697.75
"Sumner County, Tennessee",2030,Health care and social assistance,BEA and NAICS,62,1600,10902.857142857143,10933.00106394488
"Sumner County, Tennessee",2038,Educational services,BEA and NAICS,61,1500,3473.285714285714,6480.684159890679
"Sumner County, Tennessee",2038,Information,BEA and NAICS,51,900,1593.142857142857,1593.142857142857
"Sumner County, Tennessee",2044,Health care and social assistance,BEA and NAICS,62,1600,15358.357142857143,15400.8195084266
"Sumner County, Tennessee",2045,Educational services,BEA and NAICS,61,1500,4296.785714285715,8017.224440386293
"Sumner County, Tennessee",2025,Total employment (number of jobs),BEA and NAICS,NA,10,106873.67857142857,106873.67857142857
"Sumner County, Tennessee",2026,Transportation and warehousing,BEA and NAICS,48-49,800,6023.571428571428,6444.5336078257305
"Sumner County, Tennessee",2022BL,Accommodation and food services,BEA and NAICS,72,1800,7007.0,7007.0
"Sumner County, Tennessee",2029,Health care and social assistance,BEA and NAICS,62,1600,10607.25,10636.576634548024
"Sumner County, Tennessee",2030,"Professional, scientific, and technical services",BEA and NAICS,54,1200,10265.142857142857,10393.969640719959
"Sumner County, Tennessee",2044,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,162.05572998430142,162.05572998430142
"Sumner County, Tennessee",2038,Health care and social assistance,BEA and NAICS,62,1600,13392.714285714286,13429.742095699274
"Sumner County, Tennessee",2050,Finance and insurance,BEA and NAICS,52,1000,5830.0,5830.0
"Sumner County, Tennessee",2039,Information,BEA and NAICS,51,900,1608.4642857142858,1608.4642857142858
"Sumner County, Tennessee",2044,Information,BEA and NAICS,51,900,1684.0714285714287,1684.0714285714287
"Sumner County, Tennessee",2030,Other services (except government and government enterprises),BEA and NAICS,81,1900,7989.142857142857,7989.142857142857
"Sumner County, Tennessee",2050,Wholesale trade,BEA and NAICS,42,600,5422.0,5422.0
"Sumner County, Tennessee",2044,"Professional, scientific, and technical services",BEA and NAICS,54,1200,18679.14285714286,18913.564718363083
"Sumner County, Tennessee",2022BL,Information,BEA and NAICS,51,900,1418.0,1418.0
"Sumner County, Tennessee",2049,Educational services,BEA and NAICS,61,1500,4790.357142857143,8938.16236546433
"Sumner County, Tennessee",2022BL,Transportation and warehousing,BEA and NAICS,48-49,800,5870.0,6280.229715298453
"Sumner County, Tennessee",2037,Total employment (number of jobs),BEA and NAICS,NA,10,134892.39285714287,134892.39285714287
"Sumner County, Tennessee",2027,Finance and insurance,BEA and NAICS,52,1000,5532.75,5532.75
"Sumner County, Tennessee",2025,Other services (except government and government enterprises),BEA and NAICS,81,1900,7260.178571428572,7260.178571428572
"Sumner County, Tennessee",2038,"Professional, scientific, and technical services",BEA and NAICS,54,1200,14665.285714285714,14849.333965255355
"Sumner County, Tennessee",2031,Finance and insurance,BEA and NAICS,52,1000,5752.75,5752.75
"Sumner County, Tennessee",2037,Transportation and warehousing,BEA and NAICS,48-49,800,7794.642857142857,8339.37780094845
"Sumner County, Tennessee",2023,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1650.927786499215,1650.927786499215
"Sumner County, Tennessee",2044,Accommodation and food services,BEA and NAICS,72,1800,14640.857142857143,14640.857142857143
"Sumner County, Tennessee",2039,Real estate and rental and leasing,BEA and NAICS,53,1100,7233.392857142857,7310.487533848179
"Sumner County, Tennessee",2030,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1638.2428048142333,1638.2428048142333
"Sumner County, Tennessee",2049,Government,BEA,NA,2000,12510.535714285714,0
"Sumner County, Tennessee",2022BL,Other services (except government and government enterprises),BEA and NAICS,81,1900,6796.0,6796.0
"Sumner County, Tennessee",2050,Educational services,BEA and NAICS,61,1500,4915.0,9170.729178671445
"Sumner County, Tennessee",2044,Retail trade,BEA and NAICS,44-45,700,12527.142857142857,12527.142857142857
"Sumner County, Tennessee",2031,Educational services,BEA and NAICS,61,1500,2719.785714285714,5074.75446790107
"Sumner County, Tennessee",2023,Information,BEA and NAICS,51,900,1402.3214285714287,1402.3214285714287
"Sumner County, Tennessee",2029,Educational services,BEA and NAICS,61,1500,2518.5,4699.182387890953
"Sumner County, Tennessee",2025,Public Administration,NAICS,92,NA,0,6775.196217440633
"Sumner County, Tennessee",2043,Public Administration,NAICS,92,NA,0,6990.944335496379
"Sumner County, Tennessee",2031,Government,BEA,NA,2000,10204.17857142857,0
"Sumner County, Tennessee",2037,Real estate and rental and leasing,BEA and NAICS,53,1100,7183.464285714285,7260.026815590496
"Sumner County, Tennessee",2045,Health care and social assistance,BEA and NAICS,62,1600,15691.964285714286,15735.34899918364
"Sumner County, Tennessee",2031,Information,BEA and NAICS,51,900,1487.892857142857,1487.892857142857
"Sumner County, Tennessee",2027,Accommodation and food services,BEA and NAICS,72,1800,8379.785714285714,8379.785714285714
"Sumner County, Tennessee",2030,Accommodation and food services,BEA and NAICS,72,1800,9328.857142857143,9328.857142857143
"Sumner County, Tennessee",2039,Total employment (number of jobs),BEA and NAICS,NA,10,139977.17857142858,139977.17857142858
"Sumner County, Tennessee",2038,Retail trade,BEA and NAICS,44-45,700,11954.285714285714,11954.285714285714
"Sumner County, Tennessee",2043,Wholesale trade,BEA and NAICS,42,600,5073.0,5073.0
"Sumner County, Tennessee",2039,Construction,BEA and NAICS,23,400,8177.142857142857,8299.123374124865
"Sumner County, Tennessee",2029,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,92.19505494505495,92.19505494505495
"Sumner County, Tennessee",2044,Total employment (number of jobs),BEA and NAICS,NA,10,153249.64285714287,153249.64285714287
"Sumner County, Tennessee",2050,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,204.0,204.0
"Sumner County, Tennessee",2023,Real estate and rental and leasing,BEA and NAICS,53,1100,6703.964285714286,6775.416226657989
"Sumner County, Tennessee",2039,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,5022.071428571428,5022.071428571428
"Sumner County, Tennessee",2030,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,7772.285714285715,7800.518834016525
"Sumner County, Tennessee",2026,Utilities,BEA and NAICS,22,300,91.57142857142857,162.14387262245012
"Sumner County, Tennessee",2038,Real estate and rental and leasing,BEA and NAICS,53,1100,7209.428571428572,7286.2678328818665
"Sumner County, Tennessee",2037,Retail trade,BEA and NAICS,44-45,700,11856.642857142857,11856.642857142857
"Sumner County, Tennessee",2031,Health care and social assistance,BEA and NAICS,62,1600,11201.464285714286,11232.433787659644
"Sumner County, Tennessee",2045,Government,BEA,NA,2000,11995.67857142857,0
"Sumner County, Tennessee",2046,Total employment (number of jobs),BEA and NAICS,NA,10,158800.42857142858,158800.42857142858
"Sumner County, Tennessee",2031,Construction,BEA and NAICS,23,400,8045.428571428572,8165.444272955349
"Sumner County, Tennessee",2031,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,7969.821428571428,7998.772104202467
"Sumner County, Tennessee",2030,Construction,BEA and NAICS,23,400,8028.714285714285,8148.48065599566
"Sumner County, Tennessee",2045,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,5797.214285714285,5797.214285714285
"Sumner County, Tennessee",2044,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,5663.857142857143,5663.857142857143
"Sumner County, Tennessee",2026,Construction,BEA and NAICS,23,400,7958.857142857143,8077.5814363949075
"Sumner County, Tennessee",2039,Other services (except government and government enterprises),BEA and NAICS,81,1900,9366.67857142857,9366.67857142857
"Sumner County, Tennessee",2039,Educational services,BEA and NAICS,61,1500,3587.9285714285716,6694.592317596939
"Sumner County, Tennessee",2038,Accommodation and food services,BEA and NAICS,72,1800,12177.714285714286,12177.714285714286
"Sumner County, Tennessee",2048,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,6210.285714285715,6210.285714285715
"Sumner County, Tennessee",2050,Total employment (number of jobs),BEA and NAICS,NA,10,170373.0,170373.0
"Sumner County, Tennessee",2023,Other services (except government and government enterprises),BEA and NAICS,81,1900,6956.392857142857,6956.392857142857
"Sumner County, Tennessee",2030,Educational services,BEA and NAICS,61,1500,2618.1428571428573,4885.102562345926
"Sumner County, Tennessee",2027,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,7194.678571428572,7220.813511521997
"Sumner County, Tennessee",2049,Finance and insurance,BEA and NAICS,52,1000,5852.25,5852.25
"Sumner County, Tennessee",2049,"Professional, scientific, and technical services",BEA and NAICS,54,1200,22585.85714285714,22869.30797939582
"Sumner County, Tennessee",2025,Wholesale trade,BEA and NAICS,42,600,4106.857142857143,4106.857142857143
"Sumner County, Tennessee",2025,Real estate and rental and leasing,BEA and NAICS,53,1100,6725.892857142857,6797.578516364867
"Sumner County, Tennessee",2044,Construction,BEA and NAICS,23,400,8255.714285714286,8378.86687265332
"Sumner County, Tennessee",2031,Accommodation and food services,BEA and NAICS,72,1800,9659.214285714286,9659.214285714286
"Sumner County, Tennessee",2049,Total employment (number of jobs),BEA and NAICS,NA,10,167417.10714285713,167417.10714285713
"Sumner County, Tennessee",2031,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1638.4306645735217,1638.4306645735217
"Sumner County, Tennessee",2037,Public Administration,NAICS,92,NA,0,6976.048311478465
"Sumner County, Tennessee",2037,Utilities,BEA and NAICS,22,300,121.14285714285714,214.50546643344416
"Sumner County, Tennessee",2044,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,10765.785714285714,10804.892835181823
"Sumner County, Tennessee",2027,Educational services,BEA and NAICS,61,1500,2325.214285714286,4338.537232281522
"Sumner County, Tennessee",2030,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,3974.857142857143,3974.857142857143
"Sumner County, Tennessee",2023,"Professional, scientific, and technical services",BEA and NAICS,54,1200,7360.142857142858,7452.512105593591
"Sumner County, Tennessee",2029,Manufacturing,BEA and NAICS,31-33,500,8184.5,8184.5
"Sumner County, Tennessee",2048,Wholesale trade,BEA and NAICS,42,600,5322.428571428572,5322.428571428572
"Sumner County, Tennessee",2039,"Professional, scientific, and technical services",BEA and NAICS,54,1200,15287.42857142857,15479.28466923742
"Sumner County, Tennessee",2022BL,Total employment (number of jobs),BEA and NAICS,NA,10,102088.0,102088.0
"Sumner County, Tennessee",2031,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,4085.214285714286,4085.214285714286
"Sumner County, Tennessee",2037,Wholesale trade,BEA and NAICS,42,600,4761.285714285715,4761.285714285715
"Sumner County, Tennessee",2038,Other services (except government and government enterprises),BEA and NAICS,81,1900,9210.285714285714,9210.285714285714
"Sumner County, Tennessee",2025,"Professional, scientific, and technical services",BEA and NAICS,54,1200,7975.428571428572,8075.519610082858
"Sumner County, Tennessee",2029,Finance and insurance,BEA and NAICS,52,1000,5656.25,5656.25
"Sumner County, Tennessee",2044,Real estate and rental and leasing,BEA and NAICS,53,1100,7325.214285714285,7403.2876101289385
"Sumner County, Tennessee",2046,"Professional, scientific, and technical services",BEA and NAICS,54,1200,20175.428571428572,20428.628707687574
"Sumner County, Tennessee",2044,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",1654.87284144427,1654.87284144427
